hour_of_year,timestamp,date,month,weekday,weekday_number,hour,equivalent_day,dtu_profile_value,load_mw,energy_mwh,cumulative_energy_mwh,source_method
5444,2023-08-15 19:00:00,2023-08-15,8,Tuesday,2,19,51,71.9006292,30.355526844017653,30.355526844017653,167910.04864309164,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5445,2023-08-15 20:00:00,2023-08-15,8,Tuesday,2,20,51,69.6768984,29.416696116883084,29.416696116883084,167939.46533920852,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5446,2023-08-15 21:00:00,2023-08-15,8,Tuesday,2,21,51,62.26446239999999,26.287260359767863,26.287260359767863,167965.75259956828,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5447,2023-08-15 22:00:00,2023-08-15,8,Tuesday,2,22,51,65.2294368,27.539034662613954,27.539034662613954,167993.2916342309,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5448,2023-08-15 23:00:00,2023-08-15,8,Tuesday,2,23,51,67.4531676,28.477865389748523,28.477865389748523,168021.76949962066,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5449,2023-08-16 00:00:00,2023-08-16,8,Wednesday,3,0,52,58.5106416,24.70244518735722,24.70244518735722,168046.471944808,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5450,2023-08-16 01:00:00,2023-08-16,8,Wednesday,3,1,52,55.6212272,23.482571350944518,23.482571350944518,168069.95451615893,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5451,2023-08-16 02:00:00,2023-08-16,8,Wednesday,3,2,52,57.788288,24.397476728254045,24.397476728254045,168094.35199288718,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5452,2023-08-16 03:00:00,2023-08-16,8,Wednesday,3,3,52,57.0659344,24.092508269150873,24.092508269150873,168118.44450115634,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5453,2023-08-16 04:00:00,2023-08-16,8,Wednesday,3,4,52,59.232995200000005,25.0074136464604,25.0074136464604,168143.4519148028,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5454,2023-08-16 05:00:00,2023-08-16,8,Wednesday,3,5,52,60.677702399999994,25.617350564666744,25.617350564666744,168169.06926536746,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5455,2023-08-16 06:00:00,2023-08-16,8,Wednesday,3,6,52,62.844763199999996,26.53225594197627,26.53225594197627,168195.60152130944,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5456,2023-08-16 07:00:00,2023-08-16,8,Wednesday,3,7,52,65.011824,27.4471613192858,27.4471613192858,168223.04868262872,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5457,2023-08-16 08:00:00,2023-08-16,8,Wednesday,3,8,52,67.9012384,28.6670351556985,28.6670351556985,168251.71571778442,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5458,2023-08-16 09:00:00,2023-08-16,8,Wednesday,3,9,52,68.623592,28.97200361480168,28.97200361480168,168280.6877213992,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5459,2023-08-16 10:00:00,2023-08-16,8,Wednesday,3,10,52,67.9012384,28.6670351556985,28.6670351556985,168309.3547565549,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5460,2023-08-16 11:00:00,2023-08-16,8,Wednesday,3,11,52,67.1788848,28.362066696595328,28.362066696595328,168337.7168232515,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5461,2023-08-16 12:00:00,2023-08-16,8,Wednesday,3,12,52,65.7341776,27.752129778388973,27.752129778388973,168365.4689530299,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5462,2023-08-16 13:00:00,2023-08-16,8,Wednesday,3,13,52,63.56711680000001,26.837224401079453,26.837224401079453,168392.30617743096,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5463,2023-08-16 14:00:00,2023-08-16,8,Wednesday,3,14,52,62.844763199999996,26.53225594197627,26.53225594197627,168418.83843337293,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5464,2023-08-16 15:00:00,2023-08-16,8,Wednesday,3,15,52,65.7341776,27.752129778388973,27.752129778388973,168446.59056315132,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5465,2023-08-16 16:00:00,2023-08-16,8,Wednesday,3,16,52,68.623592,28.97200361480168,28.97200361480168,168475.5625667661,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5466,2023-08-16 17:00:00,2023-08-16,8,Wednesday,3,17,52,70.7906528,29.886908992111206,29.886908992111206,168505.4494757582,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5467,2023-08-16 18:00:00,2023-08-16,8,Wednesday,3,18,52,72.23536,30.496845910317557,30.496845910317557,168535.94632166854,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5468,2023-08-16 19:00:00,2023-08-16,8,Wednesday,3,19,52,70.0682992,29.581940533008027,29.581940533008027,168565.52826220155,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5469,2023-08-16 20:00:00,2023-08-16,8,Wednesday,3,20,52,67.9012384,28.6670351556985,28.6670351556985,168594.19529735725,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5470,2023-08-16 21:00:00,2023-08-16,8,Wednesday,3,21,52,60.677702399999994,25.617350564666744,25.617350564666744,168619.8126479219,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5471,2023-08-16 22:00:00,2023-08-16,8,Wednesday,3,22,52,63.56711680000001,26.837224401079453,26.837224401079453,168646.64987232297,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5472,2023-08-16 23:00:00,2023-08-16,8,Wednesday,3,23,52,65.7341776,27.752129778388973,27.752129778388973,168674.40200210136,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5473,2023-08-17 00:00:00,2023-08-17,8,Thursday,4,0,53,61.2036,25.839377811043118,25.839377811043118,168700.2413799124,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5474,2023-08-17 01:00:00,2023-08-17,8,Thursday,4,1,53,58.1812,24.563359153707655,24.563359153707655,168724.8047390661,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5475,2023-08-17 02:00:00,2023-08-17,8,Thursday,4,2,53,60.448,25.52037314670925,25.52037314670925,168750.32511221283,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5476,2023-08-17 03:00:00,2023-08-17,8,Thursday,4,3,53,59.6924,25.201368482375386,25.201368482375386,168775.5264806952,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5477,2023-08-17 04:00:00,2023-08-17,8,Thursday,4,4,53,61.9592,26.158382475376985,26.158382475376985,168801.68486317058,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5478,2023-08-17 05:00:00,2023-08-17,8,Thursday,4,5,53,63.4704,26.796391804044713,26.796391804044713,168828.4812549746,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5479,2023-08-17 06:00:00,2023-08-17,8,Thursday,4,6,53,65.7372,27.753405797046312,27.753405797046312,168856.23466077165,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5480,2023-08-17 07:00:00,2023-08-17,8,Thursday,4,7,53,68.004,28.71041979004791,28.71041979004791,168884.94508056168,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5481,2023-08-17 08:00:00,2023-08-17,8,Thursday,4,8,53,71.0264,29.986438447383367,29.986438447383367,168914.93151900906,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5482,2023-08-17 09:00:00,2023-08-17,8,Thursday,4,9,53,71.782,30.305443111717235,30.305443111717235,168945.23696212078,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5483,2023-08-17 10:00:00,2023-08-17,8,Thursday,4,10,53,71.0264,29.986438447383367,29.986438447383367,168975.22340056815,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5484,2023-08-17 11:00:00,2023-08-17,8,Thursday,4,11,53,70.2708,29.6674337830495,29.6674337830495,169004.89083435122,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5485,2023-08-17 12:00:00,2023-08-17,8,Thursday,4,12,53,68.7596,29.029424454381775,29.029424454381775,169033.9202588056,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5486,2023-08-17 13:00:00,2023-08-17,8,Thursday,4,13,53,66.4928,28.072410461380176,28.072410461380176,169061.99266926697,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5487,2023-08-17 14:00:00,2023-08-17,8,Thursday,4,14,53,65.7372,27.753405797046312,27.753405797046312,169089.746075064,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5488,2023-08-17 15:00:00,2023-08-17,8,Thursday,4,15,53,68.7596,29.029424454381775,29.029424454381775,169118.77549951838,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5489,2023-08-17 16:00:00,2023-08-17,8,Thursday,4,16,53,71.782,30.305443111717235,30.305443111717235,169149.0809426301,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5490,2023-08-17 17:00:00,2023-08-17,8,Thursday,4,17,53,74.0488,31.26245710471883,31.26245710471883,169180.34339973482,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5491,2023-08-17 18:00:00,2023-08-17,8,Thursday,4,18,53,75.56,31.900466433386566,31.900466433386566,169212.2438661682,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5492,2023-08-17 19:00:00,2023-08-17,8,Thursday,4,19,53,73.2932,30.943452440384966,30.943452440384966,169243.18731860857,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5493,2023-08-17 20:00:00,2023-08-17,8,Thursday,4,20,53,71.0264,29.986438447383367,29.986438447383367,169273.17375705595,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5494,2023-08-17 21:00:00,2023-08-17,8,Thursday,4,21,53,63.4704,26.796391804044713,26.796391804044713,169299.97014885998,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5495,2023-08-17 22:00:00,2023-08-17,8,Thursday,4,22,53,66.4928,28.072410461380176,28.072410461380176,169328.04255932136,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5496,2023-08-17 23:00:00,2023-08-17,8,Thursday,4,23,53,68.7596,29.029424454381775,29.029424454381775,169357.07198377574,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5497,2023-08-18 00:00:00,2023-08-18,8,Friday,5,0,54,59.67351,25.19339336576704,25.19339336576704,169382.2653771415,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5498,2023-08-18 01:00:00,2023-08-18,8,Friday,5,1,54,56.726670000000006,23.949275174864965,23.949275174864965,169406.21465231638,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5499,2023-08-18 02:00:00,2023-08-18,8,Friday,5,2,54,58.9368,24.88236381804152,24.88236381804152,169431.09701613442,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5500,2023-08-18 03:00:00,2023-08-18,8,Friday,5,3,54,58.20009,24.571334270316004,24.571334270316004,169455.66835040474,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5501,2023-08-18 04:00:00,2023-08-18,8,Friday,5,4,54,60.41022000000001,25.50442291349256,25.50442291349256,169481.17277331822,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5502,2023-08-18 05:00:00,2023-08-18,8,Friday,5,5,54,61.88364,26.126482008943597,26.126482008943597,169507.29925532718,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5503,2023-08-18 06:00:00,2023-08-18,8,Friday,5,6,54,64.09377,27.059570652120154,27.059570652120154,169534.3588259793,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5504,2023-08-18 07:00:00,2023-08-18,8,Friday,5,7,54,66.3039,27.99265929529671,27.99265929529671,169562.3514852746,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5505,2023-08-18 08:00:00,2023-08-18,8,Friday,5,8,54,69.25074000000001,29.23677748619879,29.23677748619879,169591.58826276078,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5506,2023-08-18 09:00:00,2023-08-18,8,Friday,5,9,54,69.98745,29.5478070339243,29.5478070339243,169621.1360697947,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5507,2023-08-18 10:00:00,2023-08-18,8,Friday,5,10,54,69.25074000000001,29.23677748619879,29.23677748619879,169650.3728472809,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5508,2023-08-18 11:00:00,2023-08-18,8,Friday,5,11,54,68.51403,28.92574793847327,28.92574793847327,169679.29859521938,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5509,2023-08-18 12:00:00,2023-08-18,8,Friday,5,12,54,67.04061,28.30368884302223,28.30368884302223,169707.60228406242,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5510,2023-08-18 13:00:00,2023-08-18,8,Friday,5,13,54,64.83048000000001,27.370600199845676,27.370600199845676,169734.97288426227,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5511,2023-08-18 14:00:00,2023-08-18,8,Friday,5,14,54,64.09377,27.059570652120154,27.059570652120154,169762.03245491438,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5512,2023-08-18 15:00:00,2023-08-18,8,Friday,5,15,54,67.04061,28.30368884302223,28.30368884302223,169790.33614375742,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5513,2023-08-18 16:00:00,2023-08-18,8,Friday,5,16,54,69.98745,29.5478070339243,29.5478070339243,169819.88395079135,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5514,2023-08-18 17:00:00,2023-08-18,8,Friday,5,17,54,72.19758,30.480895677100865,30.480895677100865,169850.36484646844,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5515,2023-08-18 18:00:00,2023-08-18,8,Friday,5,18,54,73.671,31.102954772551904,31.102954772551904,169881.467801241,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5516,2023-08-18 19:00:00,2023-08-18,8,Friday,5,19,54,71.46087,30.169866129375343,30.169866129375343,169911.63766737038,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5517,2023-08-18 20:00:00,2023-08-18,8,Friday,5,20,54,69.25074000000001,29.23677748619879,29.23677748619879,169940.87444485657,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5518,2023-08-18 21:00:00,2023-08-18,8,Friday,5,21,54,61.88364,26.126482008943597,26.126482008943597,169967.00092686553,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5519,2023-08-18 22:00:00,2023-08-18,8,Friday,5,22,54,64.83048000000001,27.370600199845676,27.370600199845676,169994.37152706538,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5520,2023-08-18 23:00:00,2023-08-18,8,Friday,5,23,54,67.04061,28.30368884302223,28.30368884302223,170022.6752159084,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5521,2023-08-19 00:00:00,2023-08-19,8,Saturday,6,0,55,44.36342946,18.729673006334604,18.729673006334604,170041.40488891475,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5522,2023-08-19 01:00:00,2023-08-19,8,Saturday,6,1,55,42.17264282,17.804750882564996,17.804750882564996,170059.2096397973,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5523,2023-08-19 02:00:00,2023-08-19,8,Saturday,6,2,55,43.8157328,18.4984424753922,18.4984424753922,170077.7080822727,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5524,2023-08-19 03:00:00,2023-08-19,8,Saturday,6,3,55,43.26803614,18.267211944449798,18.267211944449798,170095.97529421715,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5525,2023-08-19 04:00:00,2023-08-19,8,Saturday,6,4,55,44.91112611999999,18.960903537277005,18.960903537277005,170114.93619775443,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5526,2023-08-19 05:00:00,2023-08-19,8,Saturday,6,5,55,46.00651944,19.42336459916181,19.42336459916181,170134.35956235358,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5527,2023-08-19 06:00:00,2023-08-19,8,Saturday,6,6,55,47.64960941999999,20.11705619198901,20.11705619198901,170154.47661854557,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5528,2023-08-19 07:00:00,2023-08-19,8,Saturday,6,7,55,49.292699400000004,20.81074778481623,20.81074778481623,170175.2873663304,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5529,2023-08-19 08:00:00,2023-08-19,8,Saturday,6,8,55,51.48348604,21.735669908585837,21.735669908585837,170197.02303623897,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5530,2023-08-19 09:00:00,2023-08-19,8,Saturday,6,9,55,52.0311827,21.966900439528242,21.966900439528242,170218.9899366785,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5531,2023-08-19 10:00:00,2023-08-19,8,Saturday,6,10,55,51.48348604,21.735669908585837,21.735669908585837,170240.72560658708,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5532,2023-08-19 11:00:00,2023-08-19,8,Saturday,6,11,55,50.935789379999996,21.504439377643433,21.504439377643433,170262.2300459647,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5533,2023-08-19 12:00:00,2023-08-19,8,Saturday,6,12,55,49.84039606,21.041978315758627,21.041978315758627,170283.27202428048,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5534,2023-08-19 13:00:00,2023-08-19,8,Saturday,6,13,55,48.19730608,20.34828672293142,20.34828672293142,170303.6203110034,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5535,2023-08-19 14:00:00,2023-08-19,8,Saturday,6,14,55,47.64960941999999,20.11705619198901,20.11705619198901,170323.7373671954,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5536,2023-08-19 15:00:00,2023-08-19,8,Saturday,6,15,55,49.84039606,21.041978315758627,21.041978315758627,170344.77934551117,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5537,2023-08-19 16:00:00,2023-08-19,8,Saturday,6,16,55,52.0311827,21.966900439528242,21.966900439528242,170366.7462459507,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5538,2023-08-19 17:00:00,2023-08-19,8,Saturday,6,17,55,53.674272679999994,22.660592032355446,22.660592032355446,170389.40683798306,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5539,2023-08-19 18:00:00,2023-08-19,8,Saturday,6,18,55,54.769666,23.12305309424025,23.12305309424025,170412.52989107728,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5540,2023-08-19 19:00:00,2023-08-19,8,Saturday,6,19,55,53.12657601999999,22.429361501413037,22.429361501413037,170434.9592525787,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5541,2023-08-19 20:00:00,2023-08-19,8,Saturday,6,20,55,51.48348604,21.735669908585837,21.735669908585837,170456.69492248728,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5542,2023-08-19 21:00:00,2023-08-19,8,Saturday,6,21,55,46.00651944,19.42336459916181,19.42336459916181,170476.11828708643,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5543,2023-08-19 22:00:00,2023-08-19,8,Saturday,6,22,55,48.19730608,20.34828672293142,20.34828672293142,170496.46657380936,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5544,2023-08-19 23:00:00,2023-08-19,8,Saturday,6,23,55,49.84039606,21.041978315758627,21.041978315758627,170517.50855212513,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5545,2023-08-20 00:00:00,2023-08-20,8,Sunday,7,0,56,42.967987380000004,18.14053519224282,18.14053519224282,170535.64908731738,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5546,2023-08-20 01:00:00,2023-08-20,8,Sunday,7,1,56,40.84611146,17.24470629386046,17.24470629386046,170552.89379361123,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5547,2023-08-20 02:00:00,2023-08-20,8,Sunday,7,2,56,42.43751840000001,17.916577967647235,17.916577967647235,170570.81037157887,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5548,2023-08-20 03:00:00,2023-08-20,8,Sunday,7,3,56,41.90704942000001,17.692620743051645,17.692620743051645,170588.50299232194,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5549,2023-08-20 04:00:00,2023-08-20,8,Sunday,7,4,56,43.498456360000006,18.364492416838413,18.364492416838413,170606.8674847388,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5550,2023-08-20 05:00:00,2023-08-20,8,Sunday,7,5,56,44.55939432,18.812406866029594,18.812406866029594,170625.6798916048,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5551,2023-08-20 06:00:00,2023-08-20,8,Sunday,7,6,56,46.15080126,19.484278539816362,19.484278539816362,170645.16417014462,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5552,2023-08-20 07:00:00,2023-08-20,8,Sunday,7,7,56,47.74220820000001,20.156150213603137,20.156150213603137,170665.32032035824,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5553,2023-08-20 08:00:00,2023-08-20,8,Sunday,7,8,56,49.86408412000001,21.0519791119855,21.0519791119855,170686.3722994702,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5554,2023-08-20 09:00:00,2023-08-20,8,Sunday,7,9,56,50.39455310000001,21.27593633658109,21.27593633658109,170707.6482358068,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5555,2023-08-20 10:00:00,2023-08-20,8,Sunday,7,10,56,49.86408412000001,21.0519791119855,21.0519791119855,170728.70021491876,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5556,2023-08-20 11:00:00,2023-08-20,8,Sunday,7,11,56,49.333615140000006,20.828021887389905,20.828021887389905,170749.52823680616,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5557,2023-08-20 12:00:00,2023-08-20,8,Sunday,7,12,56,48.27267718000001,20.380107438198728,20.380107438198728,170769.90834424435,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5558,2023-08-20 13:00:00,2023-08-20,8,Sunday,7,13,56,46.68127024,19.708235764411953,19.708235764411953,170789.61658000876,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5559,2023-08-20 14:00:00,2023-08-20,8,Sunday,7,14,56,46.15080126,19.484278539816362,19.484278539816362,170809.10085854857,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5560,2023-08-20 15:00:00,2023-08-20,8,Sunday,7,15,56,48.27267718000001,20.380107438198728,20.380107438198728,170829.48096598676,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5561,2023-08-20 16:00:00,2023-08-20,8,Sunday,7,16,56,50.39455310000001,21.27593633658109,21.27593633658109,170850.75690232334,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5562,2023-08-20 17:00:00,2023-08-20,8,Sunday,7,17,56,51.98596004,21.947808010367858,21.947808010367858,170872.7047103337,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5563,2023-08-20 18:00:00,2023-08-20,8,Sunday,7,18,56,53.04689800000001,22.395722459559043,22.395722459559043,170895.10043279326,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5564,2023-08-20 19:00:00,2023-08-20,8,Sunday,7,19,56,51.45549106000001,21.723850785772267,21.723850785772267,170916.82428357904,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5565,2023-08-20 20:00:00,2023-08-20,8,Sunday,7,20,56,49.86408412000001,21.0519791119855,21.0519791119855,170937.87626269102,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5566,2023-08-20 21:00:00,2023-08-20,8,Sunday,7,21,56,44.55939432,18.812406866029594,18.812406866029594,170956.68866955704,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
